4,4,13,7,9,4,14,12,4,4,13,8
10,10,2,14,12,2,11,11,2,14,14,2
0,1,7,1,5,9,5,1,9,5,7,0
2,2,10,3,3,10,0,2,8,3,3,14
1,5,9,2,1,6,3,5,0,1,8,1
6,0,9,10,6,12,7,0,14,7,0,10
14,3,6,11,14,13,10,8,13,8,2,5
0,1,7,1,5,9,5,1,9,5,7,0
3,13,3,0,2,3,2,3,3,2,2,5
5,1,7,1,5,1,1,14,1,12,7,0
3,13,3,0,2,3,2,3,3,2,2,5
1,5,0,2,10,0,9,5,0,6,8,1
12,6,1,5,0,5,1,9,11,0,1,6
13,2,2,13,3,10,0,2,2,14,14,2
8,7,8,5,0,1,1,14,1,12,1,11
1,5,0,2,1,6,3,5,0,6,8,1
10,10,2,14,3,10,0,2,8,14,14,2
0,1,7,1,5,1,1,14,1,5,7,0
8,7,5,9,5,1,5,14,9,5,7,9
12,6,8,5,0,5,13,9,11,0,1,11
0,1,7,1,5,9,5,1,9,5,7,0
3,13,3,11,14,13,2,3,3,8,9,3
4,8,4,4,4,7,4,4,10,9,4,4
2,2,10,3,3,10,0,2,8,14,14,14
1,5,0,2,10,0,9,5,0,6,8,1
12,6,1,5,0,5,13,9,11,12,1,6
12,6,8,6,11,11,6,7,5,13,6,11
1,5,0,2,10,0,3,5,0,6,8,1
2,2,10,13,12,2,11,11,2,14,3,14
3,13,3,11,14,13,10,8,3,8,2,5
2,2,10,3,3,10,0,2,8,3,3,14
0,1,7,1,5,1,5,14,9,5,7,0
0,1,7,1,5,9,5,1,9,5,7,0
6,0,9,8,6,12,7,13,14,1,0,12
6,0,9,2,1,6,3,13,6,1,0,12
2,2,10,3,3,10,0,2,8,3,3,14
1,5,0,8,1,6,3,13,6,1,0,1
0,1,7,1,5,9,5,1,9,5,7,0
3,13,3,0,2,3,2,3,3,2,2,5
1,5,0,2,10,0,9,5,0,6,8,1
1,5,0,2,10,0,9,5,0,6,8,1
0,1,7,1,5,9,5,1,9,5,7,0
2,2,10,3,3,10,0,2,8,3,3,14
0,1,7,1,5,9,5,1,9,5,7,0
14,13,6,11,14,13,10,3,13,8,2,5
6,0,9,8,1,6,3,5,6,1,0,1
5,1,7,5,0,1,13,9,1,12,1,6
12,6,8,6,11,5,13,7,11,0,1,11
0,1,7,1,5,9,5,1,9,5,7,0
5,6,1,5,0,1,13,9,11,12,1,6
1,5,0,2,10,0,9,5,0,6,0,12
13,2,2,13,12,2,11,11,2,14,14,2
1,5,0,2,10,0,9,5,0,6,8,1
2,2,10,3,3,10,0,2,8,3,3,14
1,5,0,8,10,6,3,13,6,1,0,12
6,0,9,8,1,6,3,13,0,6,8,1
4,8,4,4,4,7,4,4,10,9,4,4
6,0,9,8,6,12,7,13,14,1,0,12
3,13,3,0,14,13,10,8,13,8,2,5
3,13,3,11,14,13,10,3,13,8,2,5
2,2,10,3,3,10,0,2,8,3,3,14
2,2,10,3,3,10,0,2,8,3,3,14
1,5,0,2,10,0,9,5,0,6,8,1
4,4,13,7,9,4,14,4,4,4,13,8
3,13,3,0,14,3,10,8,3,2,2,5
4,4,13,7,9,4,14,12,4,4,13,8
