1019.5829777104733,1033.9728306166867,805.1139950863088,676.3187001044886,576.5214972711818,981.3538003304067,468.8800188946197,666.8801666363233,765.067565930716,609.0029999828059
560.2209237114183,1366.5340566167085,533.3765675170374,400.14634240718925,489.18788155968116,615.0267008446647,855.2786777306329,402.47995550317967,582.7154747131761,480.37358898562206
870.530453421579,902.6752620894871,417.80376096362255,295.1861475113058,482.3145573704723,559.0533212092395,288.41336089292173,401.5420088266422,389.21000521896457,340.7533048374415
394.3624324580874,304.1750800928089,357.92061112671684,269.1073175276063,299.1487818305091,299.97268750154075,436.32776535263196,523.5796808436695,279.215908355581,414.9517153208313
461.4661785782252,268.23255198386585,394.4882016358118,412.30693241926286,463.7832382125049,252.91169428747565,325.9028198716749,290.43431229247983,424.70199864179676,265.36092276320005
396.65589177409475,290.6417412960651,292.067320506757,208.29597468724702,258.10592987700136,684.4989978225208,310.2499958790678,233.1267069737794,287.76438668414124,254.46106471706818
296.5353216096465,423.06396695811515,351.5492006963428,295.0419287591993,257.2550321885089,216.11184515636788,280.3339487650189,237.331024706629,229.1240473808438,259.7738803843805
410.24690373845215,261.6762077614901,212.65068208806466,256.269182996618,226.74898794768922,229.57506783512392,269.0205790840891,225.61734106754366,262.0182424643822,217.7978142800506
455.1523223888815,1122.0968634217918,400.00254264850264,308.5083361348523,701.579045657831,428.3371339575576,375.23988983062924,381.6501417800847,370.1569872104769,376.9115632491137
450.0755838508343,439.6620543219884,582.5139747655115,349.41036877441866,313.80581696184936,673.4052836663532,323.26908493915755,500.5939169091216,360.44466106813206,315.0835252148935
273.08623795408937,577.1174834695671,367.2149911599106,325.0366069466615,289.78505730631406,303.3978907138547,234.47617850425,410.52347635187454,282.25904234064905,274.22945171807885
510.03480109681584,579.4223825953826,460.7334919825847,555.553989235448,638.1538994882218,699.4244881671353,628.385656540297,549.1008589715855,588.0885532776463,607.4179602148424
